No of Samples,Initiator Concentration(CI) ,Temperature (T),Jacket Temperature (T),Coolant water flowrate (Fcw),Monomer inlet Flowrate (F),Coolant inlet temp.water (Two),Inlet temparature of Feed (Tin), Target variable (Monomer Concentration)
1797,0.0247953986432839,345.228402054876,333.825579015788,0.1588,1.0112946537488,293.2,349.951242875736,6.04713496520344
1798,0.0249824699546278,352.063822091566,328.625685730368,0.1588,1.00381699969338,293.2,350.084394713317,6.04041997813506
1799,0.0249519519716671,348.992806776447,332.487920478704,0.1588,1.00423175975731,293.2,349.964457950026,6.04365938621117
1800,0.0251347957132097,355.67799927915,334.747743583905,0.1588,0.998702324115386,293.2,349.876916129528,6.04796576403188
1801,0.0248478975802531,347.628708167369,337.216780836996,0.1588,1.00846042195378,293.2,350.172063891161,6.03901717502846
1802,0.0251116344127052,352.879500651601,327.970076470454,0.1588,0.998062605860936,293.2,350.02533007733,6.03202856638169
1803,0.0252828796570848,352.348146895902,329.031150449306,0.1588,0.990300105065056,293.2,350.069842244002,6.02170719663377
1804,0.0251354961088534,355.861968184979,338.053079662869,0.1588,0.998425570249104,293.2,350.037706669275,6.0315950713231
1805,0.0254022060277618,343.293706587029,328.342658050363,0.1588,0.985937670711186,293.2,349.968279653119,6.02377956887866
1806,0.0247671323492221,348.194091885842,330.657393895796,0.1588,1.01421784138904,293.2,350.044009750789,6.04447982066739
1807,0.0252938957581424,352.301101397546,332.826333799478,0.1588,0.99131113320413,293.2,350.067029905403,6.02439157354202
1808,0.0248400762436308,350.704355119852,331.831649217803,0.1588,1.00974780003166,293.2,349.969811330007,6.04443096251011
1809,0.0249613741811949,343.390286839263,333.598447147418,0.1588,1.00543932259419,293.2,349.923083278487,6.05361167457929
1810,0.0249125867944321,349.289946977826,334.369365327371,0.1588,1.00705276030747,293.2,350.006213580634,6.05139537469306
1811,0.0248955322927993,349.037205826451,336.012087020602,0.1588,1.00681549142847,293.2,349.974486826868,6.0512234404475
1812,0.0249237652312232,356.703874513688,333.293680477733,0.1588,1.00772920232218,293.2,350.068263261454,6.04606429964293
1813,0.0249934959735526,348.505773272988,325.334461415469,0.1588,1.00319195410278,293.2,349.939806720469,6.04985287857121
1814,0.025126258985367,347.834519025331,328.27776643569,0.1588,0.999422312159243,293.2,350.009072009437,6.04429153247909
1815,0.0250604954123733,349.244970582011,324.801302614087,0.1588,1.00146825893893,293.2,349.928927258173,6.04582774410255
1816,0.0251233240224814,347.820094533994,331.71023159596,0.1588,0.998762610264685,293.2,349.918852872304,6.04973559456837
1817,0.0249152298146997,348.743993852796,327.972794315653,0.1588,1.008889170753,293.2,349.868829561532,6.06080027609859
1818,0.0256564803324282,346.422195486456,331.456171978558,0.1588,0.976789906714821,293.2,349.988611647791,6.02936825715382
1819,0.0251389698319847,351.58537698689,333.372222304783,0.1588,0.996120053537388,293.2,350.03513153745,6.03100034750905
1820,0.0249344478389455,354.65876590688,330.853090308488,0.1588,1.00390749982172,293.2,350.085959193565,6.03344603990499
1821,0.0248629586897185,352.996396004209,335.826902006259,0.1588,1.00891420323227,293.2,349.939628585005,6.05115417096557
1822,0.025274933379766,349.089779370482,328.737819062138,0.1588,0.99154657677529,293.2,350.037166817483,6.03091208479145
1823,0.0249480137346788,346.006211636616,336.343665097096,0.1588,1.00541904864042,293.2,349.899408640979,6.05015144728315
1824,0.0252371382530418,348.705774592225,335.833805500357,0.1588,0.994208527612882,293.2,349.958149911126,6.04289200093051
1825,0.0248027166263936,347.846871449695,327.774651532897,0.1588,1.01237544396861,293.2,349.971226820263,6.06101811112101
1826,0.0250199795024103,353.619924037546,328.871766268712,0.1588,1.00233014945701,293.2,350.02908535495,6.04613059964915
1827,0.0251091403543182,349.943050613366,324.264371026329,0.1588,0.999558667275079,293.2,349.979982567592,6.04514895642611
1828,0.0252044894533755,343.477558977457,331.448816924288,0.1588,0.996295656912896,293.2,349.972461697399,6.04002671244222
1829,0.0253774236077671,344.311663216289,331.567988963796,0.1588,0.986966615457775,293.2,350.043191955886,6.02671238460896
1830,0.0253147980514437,343.214733200542,336.780600396882,0.1588,0.989257918227158,293.2,350.076510288145,6.02143510392922
1831,0.0250802182677144,348.424372376257,333.990608861467,0.1588,1.00061977624838,293.2,350.003965986823,6.03006591602734
1832,0.025203204785812,346.874377148927,327.075598565526,0.1588,0.994006401996162,293.2,349.954591460097,6.03466225969286
1833,0.025052423521146,352.318494937541,329.857647602542,0.1588,1.00084110018843,293.2,349.987378518033,6.04165592117008
1834,0.025307913836621,354.865514272025,328.865670422413,0.1588,0.990029665633913,293.2,350.088206117124,6.02423750937321
1835,0.0252706500047927,347.850757216226,340.34209405954,0.1588,0.991223569642641,293.2,349.90215101958,6.03620305815929
1836,0.0248764368431472,352.185668882348,324.761930152519,0.1588,1.00705988099759,293.2,350.009049805368,6.04715329425399
1837,0.0248898936008097,349.588938611746,335.736422410636,0.1588,1.00814119582758,293.2,349.997359814138,6.04904595837313
1838,0.0253027924072574,351.695561742087,326.247478961695,0.1588,0.989504542049567,293.2,350.097180970144,6.02270589883794
1839,0.0247373135575903,350.282672510121,333.017848457673,0.1588,1.01361314667825,293.2,350.025464355246,6.04350537017057
1840,0.025173444030285,349.224507168171,333.575204459192,0.1588,0.996178244350805,293.2,350.089064969172,6.03122758379427
1841,0.0248030572318927,341.869047717582,332.747917795348,0.1588,1.01041809384588,293.2,349.983924703487,6.04595308644133
1842,0.0251485760492831,351.137447483354,328.064523518319,0.1588,0.99644362225187,293.2,350.019790834803,6.03784897300096
1843,0.0254610606835611,351.708069251636,325.482634296191,0.1588,0.983919339102366,293.2,350.022300442101,6.02131328021986
1844,0.0249777224294943,352.882924411862,332.430629878018,0.1588,1.00143408296039,293.2,350.243193091177,6.01852051054709
1845,0.0250923208905141,346.31707657524,329.795934005142,0.1588,0.998267105987613,293.2,349.864979429098,6.03920298035105
1846,0.0251799224949956,349.448996788633,333.713485678064,0.1588,0.997475595701529,293.2,349.865454207311,6.05019398217463
1847,0.02532839411686,353.766436555346,330.617621076913,0.1588,0.991798092415154,293.2,349.911271806925,6.04557695138602
1848,0.0252042702900229,349.411723647872,327.502842143397,0.1588,0.992764101973184,293.2,350.022244094676,6.03457404372007
1849,0.0253784910963424,351.898595269765,336.249510708485,0.1588,0.987324825201806,293.2,350.047818023337,6.02279852373909
1850,0.0245638097642796,349.783201965139,335.051025856034,0.1588,1.02026223451503,293.2,349.994280509304,6.05297058620463
1851,0.0251339306179517,346.22995593808,331.069670333999,0.1588,0.996832041745359,293.2,350.055271841678,6.03562704460534
1852,0.0250496911761694,349.413617810595,332.029144975719,0.1588,1.00266454205588,293.2,349.929196895111,6.04799285739963
1853,0.024782032333838,350.284115358,332.945405686628,0.1588,1.01265620034328,293.2,350.032591534582,6.04676704448338
1854,0.0252426244021349,348.49743928648,332.388653760828,0.1588,0.993058435850391,293.2,350.071957680494,6.03301713984211
1855,0.0253688823606143,352.826410220259,329.02240370891,0.1588,0.98960985577011,293.2,349.974243808886,6.02917864112308
1856,0.0252106701850043,345.897422651745,330.430239151359,0.1588,0.992923333537586,293.2,350.068419566028,6.02552099905244
1857,0.0248321655959926,351.192154308969,333.684652285332,0.1588,1.00872400823776,293.2,350.109879710693,6.03032719720629
1858,0.0254215485043684,348.507261041528,337.335572061596,0.1588,0.986398381136476,293.2,349.977688344117,6.02532616313724
1859,0.0251297424356811,348.827602067966,329.929757314804,0.1588,0.996968437537556,293.2,350.008154403216,6.03283324692514
1860,0.0243998772770574,346.233929958896,340.89720643347,0.1588,1.02931588846414,293.2,350.002181950057,6.06235648616049
1861,0.0249243890850016,348.620154491067,330.59964269208,0.1588,1.00572503612913,293.2,349.958301255804,6.05422789890333
1862,0.0252578182545151,352.747251887296,329.355980346683,0.1588,0.993133209185673,293.2,349.921310151397,6.04606590751519
1863,0.0246520067388173,349.802305062829,327.972687779103,0.1588,1.01742924845472,293.2,349.994726330287,6.05887705956353
1864,0.0249475269092962,353.882024092948,328.528273899843,0.1588,1.00547992421119,293.2,350.04154249154,6.0473873145758
1865,0.0247862159919803,348.24709537978,331.702417322975,0.1588,1.01300078761048,293.2,350.081130210706,6.0467475436813
1866,0.0250386076106511,349.673918120665,326.543478782011,0.1588,1.00298570032083,293.2,349.97148580584,6.04701838739212
1867,0.0250926806041746,346.187378898839,331.330564349136,0.1588,0.999065273209195,293.2,349.979201592415,6.04005471873008
1868,0.0252810478915917,356.628773066765,328.662723821264,0.1588,0.993008791383778,293.2,349.948837510852,6.04103816406578
1869,0.0248757932644105,343.925124021749,329.982766941179,0.1588,1.00971488336949,293.2,349.854915936596,6.06115618182521
1870,0.0251135703444583,347.03530385008,329.242946256041,0.1588,0.997410608164983,293.2,350.026666143351,6.04473526490054
1871,0.0251277449272109,348.542829401502,327.961838445848,0.1588,0.997806113592465,293.2,349.992040073973,6.03535798321876
1872,0.0251689350962124,347.143583219226,329.317763362613,0.1588,0.996571953363107,293.2,349.935228462292,6.04561483234178
1873,0.0251894253422223,349.446811146443,325.789482887112,0.1588,0.996810298419574,293.2,349.857938574319,6.04814219395946
1874,0.0256306050436206,346.952296633931,331.948016432814,0.1588,0.977875300408215,293.2,350.073520131765,6.02094023938303
1875,0.0246409434779047,346.257856939266,325.926302356397,0.1588,1.01680457201496,293.2,349.96801679758,6.05194071498952
1876,0.0250387951484462,351.584603710527,327.408201372559,0.1588,1.00135194384196,293.2,349.990760991747,6.04525163147597
1877,0.0254035413304435,357.392003324245,330.092045356832,0.1588,0.986683133130848,293.2,349.956218589782,6.03463558122858
1878,0.0249531270128557,350.405157573859,332.762874869626,0.1588,1.00576285507103,293.2,350.045517714718,6.04164322781228
1879,0.0252831782394071,344.941804593044,334.513817122212,0.1588,0.990860865438779,293.2,349.970116493948,6.03326257467887
1880,0.0254691960966105,344.871775896673,332.743948944452,0.1588,0.986050833958875,293.2,349.776772295699,6.04320087829886
1881,0.0248589016518568,349.602877705109,331.803933173734,0.1588,1.00925240083046,293.2,350.042180163847,6.05078906338361
1882,0.025094938477354,350.676042730659,329.628741500275,0.1588,0.999124965503058,293.2,350.030149760128,6.03859832307458
1883,0.0249091398881874,348.805108569991,337.031356089314,0.1588,1.00566360257459,293.2,350.005183954556,6.04325678347178
1884,0.0253751336497861,352.2404327482,332.953984204743,0.1588,0.988995968794315,293.2,349.90530283783,6.03869059897944
1885,0.0248989595368612,353.295428131464,331.737072366333,0.1588,1.00710579272361,293.2,350.060351350962,6.04348832234527
1886,0.0247699860537716,345.174280372199,324.837611022868,0.1588,1.01292549664231,293.2,350.027059341468,6.05026846853868
1887,0.0251961178231706,346.559059109824,331.683623777909,0.1588,0.994834386355106,293.2,349.985412660896,6.03926885026345
1888,0.0253031667401608,347.271118923116,337.464783883063,0.1588,0.991327605661704,293.2,349.938955172927,6.03467635099016
1889,0.0250448420672273,350.37629415851,330.326224666284,0.1588,1.00197788215219,293.2,349.996913373609,6.04182030905252
1890,0.0252231854598682,349.873028631576,324.192079736891,0.1588,0.99524422872033,293.2,350.034839854195,6.03280476517292
1891,0.0251408024128744,347.156982903082,331.394087257292,0.1588,0.996574358105738,293.2,350.154320620127,6.02219824380872
1892,0.0247756453354012,354.04346097585,335.555852365296,0.1588,1.01248534687082,293.2,350.027267197694,6.04129852962087
1893,0.0251195578757059,347.500488541839,334.599656119608,0.1588,0.997864717055423,293.2,350.096718848534,6.0299315019845
1894,0.0257559332135888,354.817410621871,331.578427699414,0.1588,0.968778626275754,293.2,350.197109226614,5.98629697579201
1895,0.0248156922039858,351.157726142565,331.073318981656,0.1588,1.00777823242245,293.2,350.072510232324,6.01827840527886
1896,0.0253190085564914,352.466069280184,326.942722972949,0.1588,0.988087997328962,293.2,350.113082736205,6.00571201959093
1897,0.025196995545599,350.222990879267,329.852422707748,0.1588,0.99309153673085,293.2,349.97459762803,6.0250328679921
1898,0.0247597075440787,350.589563240636,332.735121407004,0.1588,1.01502645115111,293.2,349.86108515798,6.05808006899985
1899,0.0250838957386702,350.053053583433,327.46291035062,0.1588,1.0005437130307,293.2,349.980850100559,6.04668842548521
1900,0.0257935498348397,358.393315637109,325.043603410924,0.1588,0.972814545664537,293.2,349.815855969245,6.03308022428908
1901,0.0251390503736581,348.85840414172,332.97741225393,0.1588,0.996059109371856,293.2,350.033297593609,6.03954215943545
1902,0.0247821934427828,345.535170390888,331.085877311577,0.1588,1.01120432707778,293.2,349.988321988281,6.04768951087739
1903,0.0254035352025385,349.465848751288,330.542663090068,0.1588,0.985772318228725,293.2,349.997990278189,6.02988551908016
1904,0.0253397417698574,346.4466714214,338.22253701593,0.1588,0.990019713850678,293.2,349.96415524499,6.03014309633025
1905,0.0249517649378265,346.917748180637,332.973735441138,0.1588,1.00459763877898,293.2,350.027813035644,6.03925667018487
1906,0.0249184544470507,349.269712524441,328.403793650774,0.1588,1.00814855703594,293.2,349.886786913307,6.05531042677357
1907,0.0248709219491417,353.234027646606,340.210162647841,0.1588,1.00894132820363,293.2,350.155224838737,6.04361018070956
1908,0.0249420155818423,355.434970683698,331.11683618128,0.1588,1.00610326702753,293.2,349.944995293969,6.04859814007628
1909,0.0250131654218207,352.537104341995,325.223135481325,0.1588,1.0022902688455,293.2,350.055053168821,6.03963152993812
1910,0.0253757918040107,346.881463847734,333.914750048841,0.1588,0.986951598811078,293.2,350.131418070995,6.01821433103501
1911,0.0250755743470906,346.682444103734,335.034794253563,0.1588,0.999938618470884,293.2,349.891236672026,6.04098851483558
1912,0.0248481497052941,349.951160867944,331.096943612417,0.1588,1.01194945816066,293.2,349.906556447809,6.06018722894584
1913,0.0252995205144566,350.478891494826,338.392800710264,0.1588,0.991722562539203,293.2,349.881387777533,6.04791997375214
1914,0.0250800062617755,352.24044678163,333.815794250911,0.1588,1.00060182289524,293.2,349.931112278186,6.05012737982843
1915,0.0251538583743923,342.43105894024,325.303341254017,0.1588,0.99760061095949,293.2,350.022638226381,6.04201861014911
1916,0.0248146343346455,354.323896372235,328.678394252794,0.1588,1.01060150397915,293.2,350.0755163324,6.04500977646347
1917,0.0252149005296204,352.412960838624,333.988734481195,0.1588,0.993828742450897,293.2,350.003347460725,6.03195669297945
1918,0.0245634608870384,351.21136397663,333.063020980208,0.1588,1.023849980892,293.2,349.881294706583,6.0658498571401
1919,0.0248660183756542,351.855864749859,331.046273860382,0.1588,1.00821937149703,293.2,350.122699795482,6.04756612115449
1920,0.0252408368827001,351.165871660783,331.036955801677,0.1588,0.993670987885301,293.2,350.008792711618,6.03245105782638
1921,0.0251100857459541,347.777648019599,326.781232430765,0.1588,0.998029092515429,293.2,350.148241747589,6.02746179138055
1922,0.0252376090343124,349.401592955343,331.60962507369,0.1588,0.993633494452149,293.2,349.786708573611,6.04081491806537
1923,0.0249157379264759,348.775170626755,333.369433363573,0.1588,1.00590188863001,293.2,350.09203040023,6.04017675851256
1924,0.0252488158406601,351.878652814286,332.600846869946,0.1588,0.992521822608496,293.2,349.956890694104,6.03742410814643
1925,0.0248102446286451,339.880125386284,328.049519695127,0.1588,1.01171840465217,293.2,349.962171206001,6.05428582722822
1926,0.0251198453678879,351.168286649555,329.040824782597,0.1588,0.99962880932972,293.2,350.018198675608,6.04127939519172
1927,0.0249442008795335,358.723962490645,333.4952171454,0.1588,1.00449215959145,293.2,350.016189114625,6.04478930011041
1928,0.025377285741672,349.858625673721,330.739453111222,0.1588,0.987937217438059,293.2,349.852828479404,6.04232053259218
1929,0.024963437376892,348.328779005533,335.586353224535,0.1588,1.00635834599799,293.2,349.964483438986,6.05668720320978
1930,0.0250610586367677,352.457228585674,336.443030375055,0.1588,0.999299065759102,293.2,350.165326052336,6.03297377366048
1931,0.0245886590281325,352.425099103301,330.902039677795,0.1588,1.01930892219417,293.2,350.031762095656,6.0525062134626
1932,0.0251752853108676,352.850550688616,329.654518767428,0.1588,0.99755879075101,293.2,349.92213848262,6.04660407465273
1933,0.0253804885522081,352.641464909669,334.516558823154,0.1588,0.988672017340695,293.2,349.901224226126,6.03775876349354
1934,0.0252238638129181,353.657881260989,335.3465791011,0.1588,0.995042177189997,293.2,350.016026516422,6.03500568566735
1935,0.0249696532990766,350.262814399748,328.555849161569,0.1588,1.00497578278094,293.2,349.994474956003,6.04566938538837
1936,0.0250372391993264,346.787855657181,331.279122094867,0.1588,1.00228714736004,293.2,349.913449590656,6.04852137067569
1937,0.0249410328213484,348.673892030515,328.18218836565,0.1588,1.00643638887938,293.2,349.951823585019,6.05324375508895
1938,0.0249038390391729,350.039583490623,328.575745150879,0.1588,1.00812062951294,293.2,349.967523211131,6.05500301184967
1939,0.0250379187542021,348.755580515597,327.400336751456,0.1588,1.00046755603621,293.2,349.970818567565,6.04991486312565
1940,0.0248908849361418,350.261549973271,333.409642062964,0.1588,1.00776976331879,293.2,349.948718397212,6.0544288989973
1941,0.0253699743401,347.931313692159,330.232673742456,0.1588,0.988315345328286,293.2,349.93293945126,6.04108177545643
1942,0.0252882406289023,350.238118852474,328.329737735461,0.1588,0.990121282780667,293.2,350.138354514368,6.02262875610682
1943,0.0250900439902772,345.104036050732,334.494687828235,0.1588,0.998156238631982,293.2,349.968746520098,6.03449464159494
1944,0.0250263742593955,350.108569470903,332.938573435355,0.1588,1.00219020932666,293.2,350.035714143612,6.04027401300927
1945,0.0254075387554544,352.192156187802,332.726667282506,0.1588,0.98680033186597,293.2,350.029721106565,6.02103495045954
1946,0.0253664565309235,353.264380521446,330.839256076339,0.1588,0.986067191743472,293.2,350.067402701491,6.01493106478652
1947,0.0251671507639763,351.811016355658,334.751741042283,0.1588,0.995566634905303,293.2,349.871312570252,6.03804802834757
1948,0.0247204725054725,346.763521544351,327.927631152918,0.1588,1.01524934989212,293.2,350.038947893692,6.0494058956024
1949,0.0248762393824909,352.807497035656,335.05248047947,0.1588,1.00796030090836,293.2,350.064890193295,6.04584360093206
1950,0.0250402060357253,347.920377624084,334.238529798406,0.1588,1.00138837788588,293.2,349.953598205846,6.04833870940084
1951,0.0250694849224039,351.140469839711,334.218539721282,0.1588,1.00133370246817,293.2,350.002886859294,6.04095049963823
1952,0.0251750564342715,342.430392980264,339.318645946993,0.1588,0.996300325758958,293.2,349.884772311032,6.04521779746858
1953,0.0251699819406102,349.746104270681,326.375698638989,0.1588,0.995722690915092,293.2,349.926318793821,6.04687919270366
1954,0.0251033994326169,342.003725674601,328.563270461268,0.1588,0.999002749590376,293.2,350.002004676285,6.0456988063748
1955,0.025088353347972,348.775421109656,336.184887445519,0.1588,0.999627883194842,293.2,349.981958065051,6.04089021302665
1956,0.024798954700168,352.867356672803,332.652774516534,0.1588,1.0110603388295,293.2,350.0715987264,6.04345622423
1957,0.0247660498404919,345.674117618591,334.627810385918,0.1588,1.01387247782042,293.2,349.921045894177,6.06102055103105
1958,0.025113339844355,351.828424139382,331.443894775885,0.1588,0.999074705653399,293.2,349.861398455674,6.0550497197275
1959,0.0251111260018958,348.927489278047,333.974425550266,0.1588,0.998714754904886,293.2,349.991695134532,6.04831304370897
1960,0.025070150635632,350.951031407161,332.101820670572,0.1588,1.00049754747944,293.2,349.987791751748,6.04248464928477
1961,0.0251033392333759,354.85491798541,335.213638905078,0.1588,0.999602756225999,293.2,349.969166694747,6.04829846379577
1962,0.0252518642115662,346.219617382439,336.568778749177,0.1588,0.993431612718851,293.2,350.066528494104,6.0285815460306
1963,0.0251984809244335,346.246498533445,331.026151540184,0.1588,0.995967675357924,293.2,349.849148600774,6.0466373928607
1964,0.0250058280958988,352.530626560103,332.12024813225,0.1588,1.00311687528695,293.2,349.953923906265,6.04809499586598
1965,0.0253416596903739,347.597747100214,332.207240497396,0.1588,0.990056766660365,293.2,350.025702532675,6.03342001499932
1966,0.0249024792248404,351.020033232384,326.757097592527,0.1588,1.00769101977155,293.2,350.023540548672,6.04318705549523
1967,0.0250118995813626,351.914478041825,325.538109133044,0.1588,1.00157606636671,293.2,350.035191123839,6.03903420001456
1968,0.0254579469858841,348.412738137334,330.072139922066,0.1588,0.984279370554636,293.2,350.128357799264,6.01306778480301
1969,0.0252335375825498,354.496085346431,328.862399986292,0.1588,0.99241518848027,293.2,350.033655236784,6.01924155242363
1970,0.025021119150795,350.789236870259,334.119116370009,0.1588,1.00178474791632,293.2,349.962206482272,6.03539303163085
1971,0.0248306240011117,348.253674546715,332.321731675818,0.1588,1.00998468564584,293.2,350.005354291674,6.04741527000607
1972,0.0249707684022626,352.149959660145,336.047186509414,0.1588,1.00552203210678,293.2,349.894230537479,6.05645258291396
1973,0.0251532772309699,350.003327155217,333.16607999911,0.1588,0.996170193541105,293.2,350.036215778857,6.04079514106956
1974,0.0251929263488513,349.042760976119,326.144959123798,0.1588,0.995511648808371,293.2,349.875946445772,6.04695261702987
1975,0.0251674179029293,341.139097521325,331.702814059804,0.1588,0.995844624515429,293.2,350.00888687586,6.03996415100557
1976,0.0245845454358116,346.762903696941,329.752148082969,0.1588,1.01999144173771,293.2,350.082080320632,6.05361735874323
1977,0.024449472382841,353.10699072311,334.672709671557,0.1588,1.02438231668132,293.2,350.103364041446,6.05174105892874
1978,0.0250941668433056,349.820579745343,325.408016779433,0.1588,0.999117128697738,293.2,350.043416079449,6.03953804013062
1979,0.0251470612818733,354.970826833196,338.354252613092,0.1588,0.996875745244921,293.2,349.956536567011,6.03759133276616
1980,0.0251771952141668,352.478596167428,331.186021379578,0.1588,0.996887431542027,293.2,349.948895041476,6.04155413270149
1981,0.025168350704685,348.17956853318,329.808321716989,0.1588,0.995041283092489,293.2,350.05060101424,6.03477596130554
1982,0.0249735143120648,343.274713398173,333.163045613756,0.1588,1.00383222704424,293.2,350.054822053816,6.03389316155074
1983,0.0249575092261906,344.678312771297,331.843604093583,0.1588,1.00546105813433,293.2,349.925253440331,6.05007486527969
1984,0.0250820788923155,350.618699097436,334.85747151464,0.1588,1.00054737437377,293.2,349.899747437792,6.05277745909995
1985,0.0250171805610018,357.018924735816,328.588848707787,0.1588,1.0011240839286,293.2,350.210634459059,6.03167386928087
1986,0.0245526901309133,347.66834013036,333.062688850556,0.1588,1.02037180395662,293.2,350.109772747066,6.0433432550432
1987,0.0249969502437064,349.109515615273,335.102395249841,0.1588,1.00301699131724,293.2,350.097050056259,6.03668952695055
1988,0.0244970683017551,348.948887944362,328.633153303727,0.1588,1.02394589053103,293.2,350.001896281447,6.05733248048222
1989,0.0251146421249619,346.735117601524,328.416767779387,0.1588,0.99998669080741,293.2,349.957980744509,6.04943436140794
1990,0.0250281873418612,347.817560855458,333.034715868895,0.1588,1.00133626447437,293.2,350.092882334292,6.03805021460364
1991,0.0247572968672772,350.614459489193,333.186673968234,0.1588,1.01236749956217,293.2,350.061708884721,6.04279133913807
1992,0.0249623136265321,349.202072031745,336.301048562573,0.1588,1.00528164237123,293.2,350.023266629639,6.04435438044819
1993,0.0252767499633294,349.755624733413,330.136358321113,0.1588,0.991119528076613,293.2,350.009922643158,6.03633554730421
1994,0.0249981337396619,353.182000922305,330.381663014676,0.1588,1.00380802484581,293.2,349.897805256169,6.04957803536877
1995,0.0250315303922385,344.428688446682,333.241367481437,0.1588,1.00273091618104,293.2,349.952427709511,6.04654880434568
1996,0.0254615047563906,347.412031905848,335.803771856232,0.1588,0.984492341126839,293.2,350.00374277066,6.03288250651374
1997,0.0248939935176536,347.08943026568,328.160372765178,0.1588,1.0082204295022,293.2,349.915460337864,6.04901400321394
1998,0.0256080730247405,348.567338681745,331.282699312204,0.1588,0.976758700886883,293.2,350.050907864201,6.01933163751848
1999,0.0253348212943415,348.775155976282,325.128301121908,0.1588,0.987513168683962,293.2,350.063367018648,6.01581722738742
2000,0.0250395334217995,348.17428159542,333.527173409723,0.1588,1.00243358945546,293.2,349.890997470126,6.04051616774116
2001,0.0254404251472467,351.959519765398,331.376630955972,0.1588,0.984866523483465,293.2,350.037721132295,6.02584175892162
2002,0.0251018039176349,355.095694247857,333.04472030409,0.1588,0.999633120349867,293.2,349.994663937028,6.0318963555447
2003,0.0245765709570006,346.914510533498,330.342490096708,0.1588,1.02177099749582,293.2,349.991555692358,6.05932622630533
2004,0.025270340819276,343.100196464063,333.706818776529,0.1588,0.993069324636415,293.2,350.0092602828,6.04192544411267
2005,0.025259773214116,342.721123859788,329.481849006392,0.1588,0.991707100200287,293.2,350.025956276073,6.03205467211168
2006,0.0250841870548684,343.380760178455,335.064290712325,0.1588,1.00016884531583,293.2,349.990725958857,6.04042621340247
2007,0.0250959754721953,349.191510195365,333.710675396703,0.1588,1.00028123933271,293.2,350.02965630462,6.0373372067633
2008,0.0252384935222593,341.244895321385,331.624319600098,0.1588,0.993866767087934,293.2,350.040705527789,6.02943995907269
2009,0.0249044234717233,356.116393836351,331.393493294196,0.1588,1.00563759382962,293.2,350.061084015576,6.03805711451534
2010,0.0251550072554552,349.249672875197,328.071937106498,0.1588,0.995831252554335,293.2,350.063558795468,6.02965093069261
2011,0.024980855930921,343.963810137433,328.100268595469,0.1588,1.00271895862695,293.2,350.00515396177,6.0367874669187
2012,0.0251978878002007,348.509471556259,326.100227958317,0.1588,0.995353395787636,293.2,349.898777054096,6.0455693726159
2013,0.0251391714520299,357.263474290599,331.459962489026,0.1588,0.998557529197714,293.2,349.926503007115,6.04966879850291
2014,0.0248408696050012,345.634221449007,326.530620117864,0.1588,1.01042403973445,293.2,349.894192338648,6.05992172361912
2015,0.0251217152160112,345.663404374501,334.618437997484,0.1588,0.997882313915025,293.2,349.960319422162,6.04671646265549
2016,0.0247937417105071,353.215557623709,337.338103881791,0.1588,1.0122485972177,293.2,350.094357492084,6.04251162826125
2017,0.024788297865091,350.545374273641,328.626931174163,0.1588,1.01207138322874,293.2,350.203222977321,6.03658534388716
2018,0.0249595636220786,350.585514714962,332.13715606334,0.1588,1.00274234662247,293.2,350.206585879846,6.02099319755156
2019,0.0248022631340642,352.408846030957,336.642198041558,0.1588,1.00917508730772,293.2,350.063684835243,6.03261526619322
2020,0.0249286016355579,353.488934846679,326.631705402211,0.1588,1.00564285139171,293.2,350.11330076122,6.03466163613932
2021,0.0253527854042118,348.047811791516,329.511578739954,0.1588,0.987088149754782,293.2,350.006477792183,6.02099479413618
2022,0.0252869998819328,339.805885610134,330.89371249972,0.1588,0.990422759749119,293.2,350.005259426765,6.02505272699338
2023,0.0252805179089243,355.488733432488,339.885666147365,0.1588,0.991215832744914,293.2,349.948542093609,6.03252200939728
2024,0.0248744771036004,351.237609917434,325.556015244336,0.1588,1.00966817280669,293.2,350.074176124701,6.03744658229778
2025,0.0250808815368159,349.513988051765,328.359434278512,0.1588,0.999707275534036,293.2,349.967306520134,6.04090542030622
2026,0.0253302255913281,354.158826508216,325.629807734515,0.1588,0.990547108391817,293.2,350.028519627603,6.03118156776976
2027,0.02517027921864,350.159391092051,330.28791155996,0.1588,0.995633805010711,293.2,349.936071794702,6.0364152945329
2028,0.0251386733375184,345.959010558643,332.416017787603,0.1588,0.997789401547862,293.2,349.984841351177,6.04131615573963
2029,0.0252573118912575,351.133227345527,332.760005115527,0.1588,0.993156879157593,293.2,349.931916123975,6.03983289011671
2030,0.0249119425223137,347.646032078296,331.414955174266,0.1588,1.00721387845208,293.2,350.063599774264,6.04365733992655
2031,0.0251257902170514,349.617250019535,331.464463268196,0.1588,0.998557182464604,293.2,349.947454436581,6.04539138414391
2032,0.0248949059654298,348.360561430041,328.134776660201,0.1588,1.00880132430896,293.2,350.021577789566,6.04661936800098
2033,0.0249022349398046,345.680243653526,331.31419190426,0.1588,1.00841543453064,293.2,349.964789741099,6.05202600563029
2034,0.0252086226336483,350.505901429367,322.013689578583,0.1588,0.995086391765825,293.2,349.878619914542,6.05091719850231
2035,0.0251065312886366,346.00693554298,331.450224582505,0.1588,0.999014768965711,293.2,349.980799005667,6.04518053715971
